0	0
4	0
9	0
13	0
16	0
20	0
24	0
28	0
32	0
36	0
40	5.592339
44	8.077823
48	8.077823
54	1.242742
58	1.864113
62	4.349597
66	6.21371
72	4.970968
76	11.184678
80	10.563307
85	9.941936
89	6.21371
93	4.970968
97	15.534275
101	17.398388
108	17.398388
113	16.777017
119	17.398388
124	13.048791
129	9.941936
134	0.621371
138	0.621371
144	4.970968
149	9.320565
153	6.835081
158	2.485484
164	0
179	0
183	0
188	0
192	6.835081
197	6.21371
201	11.806049
206	13.670162
211	11.184678
215	7.456452
219	4.970968
223	1.864113
227	0
232	0
237	0
241	0
246	0
250	4.970968
256	8.077823
261	8.077823
267	7.456452
271	3.728226
275	1.864113
280	3.728226
284	1.242742
289	0
295	0
300	0
305	0
315	0
326	0
331	4.349597
337	1.242742
341	2.485484
346	1.864113
351	1.242742
355	1.864113
360	2.485484
364	0
369	0
374	0
378	0
383	0
388	1.242742
392	1.864113
397	0
402	1.242742
406	1.242742
417	0
421	0
425	0
430	0
434	0
439	0
443	2.485484
448	2.485484
453	0
457	2.485484
461	1.864113
466	1.242742
472	1.864113
476	1.864113
481	1.864113
486	0
490	0
495	1.864113
500	1.864113
504	0
508	0
513	0
518	5.592339
522	7.456452
527	8.699194
531	9.941936
536	10.563307
540	12.42742
544	11.184678
550	7.456452
555	10.563307
560	11.184678
564	6.835081
569	11.184678
573	13.048791
578	14.912904
582	14.912904
586	14.291533
591	11.806049
596	8.077823
600	6.835081
604	7.456452
610	6.835081
615	4.970968
620	3.106855
624	0.621371
629	0
634	0
638	0
643	3.728226
647	1.864113
652	3.106855
660	0
664	5.592339
668	11.184678
675	13.670162
679	11.806049
684	10.563307
689	6.835081
693	0
698	1.242742
702	1.242742
708	0
713	0
717	0
722	0
727	0
731	0
736	0
741	0
746	0.621371
751	1.864113
755	1.864113
760	0
770	0
774	4.349597
779	8.699194
783	9.320565
788	6.835081
792	0
797	0
802	0
806	0
810	0
814	0
818	0
822	0
826	0
830	0
835	0
839	0
844	0
848	0
852	0
856	0
860	1.864113
866	4.349597
870	0.621371
875	0
879	3.106855
885	11.184678
890	13.670162
896	10.563307
901	2.485484
906	0
918	0
922	0
926	0
930	0
934	0
944	0
949	0
954	0
960	0
964	0
968	0
973	0
977	0
981	0
985	8.077823
990	13.048791
994	16.777017
998	18.019759
1002	17.398388
1013	18.64113
1017	17.398388
1022	17.398388
1028	17.398388
1032	16.777017
1035	17.398388
1040	16.777017
1045	17.398388
1050	16.155646
1056	18.019759
1060	17.398388
1065	16.155646
1070	9.941936
1075	6.21371
1084	0
1090	0
1094	1.242742
1099	0
1105	0
1113	2.485484
1117	6.21371
1121	7.456452
1125	7.456452
1131	5.592339
1135	2.485484
1140	0
1144	1.242742
1148	4.349597
1152	4.970968
1158	1.864113
1166	0
1170	0
1174	0
1178	0
1184	0
1188	0
1192	0
1197	6.21371
1201	9.320565
1205	16.155646
1210	13.670162
1217	2.485484
1223	0
1228	0
1233	0
1239	0
1251	0
1256	0
1260	0
1264	0
1269	0
1274	0
1278	16.155646
1284	16.777017
1288	17.398388
1292	17.398388
1297	17.398388
1302	17.398388
1308	18.019759
1313	18.019759
1317	17.398388
1323	17.398388
1329	16.155646
1335	16.777017
1339	15.534275
1344	11.184678
1349	15.534275
1359	5.592339
1363	5.592339
1369	3.106855
1375	0
1381	0
1385	0
1389	0
1393	3.728226
1397	3.106855
1402	9.320565
1406	11.806049
1411	3.106855
1417	0
1423	0
1429	0
1435	0
1441	0
1446	3.728226
1450	10.563307
1454	8.077823
1459	9.941936
1463	8.077823
1468	6.21371
1475	3.106855
1480	6.21371
1491	7.456452
1508	0
1514	0
1526	0
1530	0
1534	0
1537	0
1541	0
1545	0
1549	0
1553	0
1557	0
1562	0
1566	0
1570	4.349597
1578	15.534275
1582	18.019759
1587	18.019759
1592	20.505243
1596	19.883872
1600	19.262501
1605	19.262501
1616	19.883872
1621	18.64113
1624	18.019759
1630	18.64113
1636	19.262501
1640	18.64113
1649	18.019759
1658	16.777017
1667	18.64113
1676	18.64113
1680	18.64113
1690	18.64113
1697	18.64113
1703	18.64113
1709	18.64113
1713	18.64113
1718	18.64113
1724	18.64113
1728	19.262501
1734	19.262501
1739	19.262501
1743	20.505243
1749	20.505243
1754	20.505243
1760	15.534275
1771	19.262501
1778	18.64113
1782	19.262501
1789	19.262501
1794	18.64113
1798	18.64113
1801	18.64113
1805	19.262501
1809	19.883872
1813	26.097582
1818	30.447179
1823	31.06855
1827	29.825808
1831	29.204437
1841	29.825808
1847	29.825808
1850	24.233469
1854	19.262501
1859	16.155646
1863	13.048791
1867	10.563307
1870	10.563307
1874	4.970968
1889	3.106855
1894	3.728226
1898	4.349597
1902	4.970968
1906	4.349597
1911	0.621371
1915	2.485484
1919	4.349597
1924	7.456452
1931	8.699194
1937	8.077823
1941	8.699194
1947	11.184678
1953	14.291533
1958	16.155646
1964	12.42742
1968	11.806049
1992	0
2002	3.728226
2010	8.699194
2014	9.320565
2018	12.42742
2022	12.42742
2027	9.941936
2036	3.728226
2040	5.592339
2043	6.835081
2048	4.970968
2054	0
2058	0
2068	8.699194
2072	8.077823
2076	8.699194
2080	12.42742
2084	11.806049
2090	14.291533
2099	16.155646
2104	13.670162
2108	14.291533
2112	18.64113
2118	21.126614
2125	22.990727
2130	24.85484
2134	24.85484
2138	25.476211
2145	26.097582
2151	24.233469
2157	21.747985
2161	20.505243
2166	19.262501
2171	22.990727
2177	22.369356
2182	27.961695
2188	29.204437
2192	30.447179
2196	31.06855
2202	31.689921
2207	31.06855
2213	36.039518
2216	34.796776
2221	34.175405
2226	34.796776
2232	34.175405
2238	34.796776
2245	34.175405
2250	34.175405
2255	32.932663
2261	33.554034
2267	34.175405
2272	34.796776
2278	34.175405
2282	33.554034
2287	34.175405
2292	34.175405
2298	34.175405
2304	34.175405
2310	34.175405
2316	34.175405
2323	34.796776
2327	34.175405
2333	34.175405
2339	34.175405
2345	34.175405
2351	34.175405
2356	34.175405
2362	34.175405
2374	34.796776
2381	34.796776
2386	34.175405
2392	34.796776
2397	31.06855
2403	34.175405
2410	33.554034
2415	34.175405
2420	32.932663
2425	34.175405
2430	34.175405
2435	34.175405
2441	34.175405
2446	34.175405
2452	34.175405
2457	34.175405
2463	34.175405
2468	34.796776
2480	34.796776
2487	34.175405
2491	35.418147
2497	34.175405
2502	38.525002
2508	41.010486
2512	41.631857
2519	40.389115
2524	41.010486
2530	41.631857
2536	42.874599
2541	39.767744
2545	29.204437
2551	29.825808
2563	30.447179
2567	36.660889
2574	41.010486
2585	32.932663
2591	33.554034
2598	39.146373
2603	41.010486
2609	41.010486
2615	41.010486
2627	41.010486
2632	41.010486
2637	41.010486
2641	41.010486
2645	41.010486
2650	40.389115
2654	40.389115
2659	41.010486
2664	40.389115
2669	36.660889
2674	36.660889
2678	34.796776
2683	36.660889
2689	37.903631
2693	39.767744
2697	39.767744
2702	41.010486
2707	42.874599
2713	41.631857
2719	41.010486
2723	37.28226
2727	39.146373
2731	35.418147
2742	34.796776
2747	38.525002
2753	38.525002
2758	33.554034
2763	34.175405
2768	35.418147
2774	36.660889
2778	37.28226
2782	38.525002
2786	39.146373
2791	39.767744
2798	38.525002
2804	39.146373
2809	39.767744
2815	38.525002
2821	39.146373
2825	40.389115
2830	39.146373
2836	39.767744
2848	39.767744
2853	41.631857
2858	41.631857
2864	40.389115
2870	41.631857
2882	41.631857
2887	41.631857
2891	41.631857
2895	41.631857
2904	41.631857
2908	41.631857
2912	41.631857
2920	41.631857
2924	41.631857
2929	41.631857
2933	41.631857
2937	41.631857
2942	41.631857
2949	41.631857
2953	40.389115
2957	41.631857
2962	41.631857
2968	42.253228
2972	41.631857
2977	41.631857
2982	41.631857
2986	42.253228
2990	41.631857
2994	42.253228
2999	41.631857
3005	41.631857
3009	41.631857
3013	41.010486
3017	41.631857
3022	41.010486
3026	38.525002
3031	40.389115
3037	41.010486
3042	41.010486
3048	41.010486
3053	41.010486
3058	42.253228
3064	41.631857
3069	41.631857
3076	41.010486
3082	41.010486
3088	41.010486
3092	41.010486
3096	41.010486
3102	41.631857
3107	41.631857
3113	41.631857
3119	36.660889
3126	41.010486
3131	41.631857
3138	41.631857
3144	41.010486
3149	43.49597
3156	43.49597
3162	43.49597
3175	41.010486
3180	39.767744
3186	40.389115
3190	41.010486
3200	41.010486
3204	41.010486
3209	41.010486
3214	41.631857
3219	41.631857
3225	41.010486
3231	39.146373
3236	41.631857
3241	41.010486
3247	41.010486
3252	41.010486
3257	41.010486
3262	41.010486
3267	41.010486
3272	41.010486
3276	41.010486
3285	41.010486
3289	41.010486
3295	41.010486
3300	41.010486
3305	41.010486
3323	41.010486
3329	41.631857
3336	41.010486
3341	41.010486
3348	41.631857
3353	41.631857
3360	41.010486
3366	41.631857
3372	41.010486
3378	34.175405
3384	36.660889
3390	37.903631
3394	39.146373
3399	40.389115
3405	41.631857
3410	41.631857
3416	41.010486
3423	41.010486
3428	41.010486
3434	41.631857
3440	41.631857
3446	41.010486
3453	41.010486
3459	40.389115
3465	41.010486
3472	41.010486
3478	41.010486
3484	41.010486
3490	41.010486
3495	41.010486
3501	41.631857
3507	40.389115
3513	41.010486
3519	41.010486
3525	41.010486
3531	41.010486
3538	41.010486
3544	41.631857
3548	41.010486
3555	41.010486
3561	41.631857
3567	41.010486
3573	41.631857
3579	41.631857
3585	41.010486
3590	41.010486
3595	41.010486
3600	41.010486
3604	41.631857
3610	41.010486
3615	41.631857
3620	41.010486
3631	41.631857
3637	41.631857
3643	41.631857
3649	41.010486
3654	41.631857
3661	41.010486
3666	41.010486
3671	34.796776
3677	31.689921
3689	39.146373
3695	41.010486
3701	41.010486
3706	41.010486
3712	41.010486
3718	41.010486
3724	41.010486
3731	41.010486
3737	41.010486
3743	41.010486
3757	41.010486
3762	41.010486
3767	42.253228
3776	42.253228
3780	41.010486
3784	41.010486
3788	41.010486
3792	41.631857
3796	41.631857
3800	41.631857
3804	41.631857
3808	41.631857
3812	41.631857
3816	41.631857
3820	41.010486
3824	41.010486
3830	37.903631
3834	34.175405
3838	36.039518
3842	37.28226
3846	33.554034
3850	34.796776
3854	35.418147
3858	34.175405
3862	33.554034
3867	36.039518
3873	35.418147
3879	39.767744
3886	41.010486
3891	41.631857
